Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_Power1	NI9205_Power2	NI9205_Arc2	NI9205_Penning	T1	T2	T3	T4	Folder :	231120-144502-MesureE2-140MHz
1	0,000E+0	0,000E+0	3,733E+2	4,512E+2	7,834E+1	1,953E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
2	0,000E+0	0,000E+0	3,730E+2	4,512E+2	7,802E+1	1,953E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
3	0,000E+0	0,000E+0	3,730E+2	4,512E+2	7,998E+1	1,956E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
4	0,000E+0	0,000E+0	3,729E+2	4,512E+2	7,834E+1	1,954E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
5	0,000E+0	0,000E+0	3,728E+2	4,512E+2	7,802E+1	1,956E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
6	0,000E+0	0,000E+0	3,732E+2	4,512E+2	7,834E+1	1,953E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
7	0,000E+0	0,000E+0	3,730E+2	4,512E+2	7,802E+1	1,953E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
8	0,000E+0	0,000E+0	3,735E+2	4,512E+2	7,867E+1	1,954E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
9	0,000E+0	0,000E+0	3,734E+2	4,512E+2	7,834E+1	1,956E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
10	0,000E+0	0,000E+0	3,732E+2	4,512E+2	7,834E+1	1,952E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
11	0,000E+0	0,000E+0	3,724E+2	4,512E+2	7,867E+1	1,954E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
12	0,000E+0	0,000E+0	3,727E+2	4,512E+2	7,834E+1	1,952E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
13	0,000E+0	0,000E+0	3,728E+2	4,512E+2	7,834E+1	1,953E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
14	0,000E+0	0,000E+0	3,730E+2	4,512E+2	7,802E+1	1,952E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
15	0,000E+0	0,000E+0	3,735E+2	4,512E+2	7,802E+1	2,155E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
16	0,000E+0	0,000E+0	3,723E+2	4,512E+2	7,802E+1	2,260E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
17	0,000E+0	0,000E+0	3,734E+2	4,512E+2	7,802E+1	2,357E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
18	0,000E+0	0,000E+0	3,728E+2	4,512E+2	7,834E+1	2,454E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
19	0,000E+0	0,000E+0	3,726E+2	4,512E+2	7,834E+1	2,551E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
20	0,000E+0	0,000E+0	3,724E+2	4,512E+2	7,802E+1	2,652E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
21	0,000E+0	0,000E+0	3,726E+2	4,512E+2	7,834E+1	2,748E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
22	0,000E+0	0,000E+0	3,724E+2	4,512E+2	7,834E+1	2,849E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
23	0,000E+0	0,000E+0	3,726E+2	4,512E+2	7,834E+1	2,951E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
24	0,000E+0	0,000E+0	3,727E+2	4,512E+2	7,834E+1	3,043E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
25	0,000E+0	0,000E+0	3,729E+2	4,515E+2	7,802E+1	3,137E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
26	0,000E+0	0,000E+0	3,727E+2	4,512E+2	7,802E+1	3,231E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
27	0,000E+0	0,000E+0	3,725E+2	4,509E+2	7,834E+1	3,327E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
28	0,000E+0	0,000E+0	3,731E+2	4,512E+2	7,834E+1	3,438E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
29	0,000E+0	0,000E+0	3,731E+2	4,512E+2	7,834E+1	3,538E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
30	0,000E+0	0,000E+0	3,727E+2	4,512E+2	7,834E+1	3,645E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
31	0,000E+0	0,000E+0	3,730E+2	4,512E+2	7,834E+1	3,736E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
32	0,000E+0	0,000E+0	3,726E+2	4,509E+2	7,834E+1	3,835E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
33	0,000E+0	0,000E+0	3,731E+2	4,509E+2	7,802E+1	3,930E+0	4,761E-3	1413,09	1413,09	1413,09	1413,09
