Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_MP1l	NI9205_Power1	NI9205_Power2	NI9205_Arc2	NI9205_Penning	T1	T2	T3	T4	Folder :	231120-162013-MesureE7-180MHz
1	1,144E+1	0,000E+0	3,707E+2	1,144E+1	4,483E+2	7,769E+1	5,323E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
2	8,814E+0	0,000E+0	3,703E+2	8,814E+0	4,483E+2	7,736E+1	5,322E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
3	9,799E+0	0,000E+0	3,707E+2	9,799E+0	4,486E+2	7,769E+1	5,324E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
4	9,142E+0	0,000E+0	3,712E+2	9,142E+0	4,479E+2	7,769E+1	5,323E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
5	1,177E+1	0,000E+0	3,711E+2	1,177E+1	4,486E+2	7,736E+1	5,324E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
6	8,486E+0	0,000E+0	3,712E+2	8,486E+0	4,483E+2	7,769E+1	5,324E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
7	1,078E+1	0,000E+0	3,703E+2	1,078E+1	4,486E+2	7,736E+1	5,322E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
8	8,814E+0	0,000E+0	3,706E+2	8,814E+0	4,483E+2	7,769E+1	5,323E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
9	9,470E+0	0,000E+0	3,714E+2	9,470E+0	4,483E+2	7,769E+1	2,069E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
10	9,142E+0	0,000E+0	3,709E+2	9,142E+0	4,483E+2	7,736E+1	2,174E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
11	9,142E+0	0,000E+0	3,709E+2	9,142E+0	4,486E+2	7,736E+1	2,273E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
12	8,814E+0	0,000E+0	3,704E+2	8,814E+0	4,486E+2	7,736E+1	2,364E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
13	8,814E+0	0,000E+0	3,709E+2	8,814E+0	4,483E+2	7,736E+1	2,474E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
14	8,814E+0	0,000E+0	3,707E+2	8,814E+0	4,483E+2	7,736E+1	2,570E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
15	8,814E+0	0,000E+0	3,709E+2	8,814E+0	4,483E+2	7,769E+1	2,651E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
16	9,799E+0	0,000E+0	3,714E+2	9,799E+0	4,483E+2	7,736E+1	2,756E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
17	1,111E+1	0,000E+0	3,711E+2	1,111E+1	4,483E+2	7,736E+1	2,843E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
18	9,142E+0	0,000E+0	3,706E+2	9,142E+0	4,486E+2	7,736E+1	2,949E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
19	9,799E+0	0,000E+0	3,711E+2	9,799E+0	4,486E+2	7,769E+1	3,037E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
20	9,470E+0	0,000E+0	3,710E+2	9,470E+0	4,486E+2	7,769E+1	3,135E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
21	1,111E+1	0,000E+0	3,705E+2	1,111E+1	4,486E+2	7,736E+1	3,215E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
22	1,013E+1	0,000E+0	3,712E+2	1,013E+1	4,483E+2	7,736E+1	3,328E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
23	9,142E+0	0,000E+0	3,711E+2	9,142E+0	4,483E+2	7,736E+1	3,428E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
24	9,799E+0	0,000E+0	3,711E+2	9,799E+0	4,486E+2	7,736E+1	3,533E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
25	1,078E+1	0,000E+0	3,702E+2	1,078E+1	4,483E+2	7,736E+1	3,630E+0	4,761E-3	1413,11	1413,11	1413,11	1413,11
