Sample index	Multipacting max (uA)	Pressure max (mBar)	P transmise moy (W)	NI9205_Power1	NI9205_Power2	NI9205_Arc2	NI9205_dBm	NI9205_TTi	NI9205_Keithley	NI9205_Spellman	T1	T2	T3	T4	Folder :	250618-180324-MesureE7-100MHz
34	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	4,854311346E+0	-1,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,19	18,31	NI9205_MP7l a:	1050,00000
35	0,000000000E+0	0,000000000E+0	8,915725378E-1	2,814820707E+0	1,923248170E+0	4,945569491E+0	0,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,19	18,31	NI9205_MP8l a:	1050,00000
36	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,042079953E+0	1,000000000E+0	NaN	NaN	0,000000000E+0	18,33	1413,10	18,19	18,33	NI9205_MP9l a:	500,00000
37	0,000000000E+0	0,000000000E+0	3,525031956E-1	2,519713609E+0	2,167210413E+0	5,127757652E+0	2,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,20	18,32	NI9201_MP1m a:	1,00000
38	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,217702867E+0	3,000000000E+0	NaN	NaN	0,000000000E+0	18,34	1413,10	18,21	18,30	NI9201_MP2m a:	1,00000
39	0,000000000E+0	0,000000000E+0	3,525031956E-1	2,519713609E+0	2,167210413E+0	5,318809223E+0	4,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,20	18,31	NI9201_MP3m a:	1,00000
40	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,414335087E+0	5,000000000E+0	NaN	NaN	0,000000000E+0	18,33	1413,10	18,19	18,33	NI9201_MP4m a:	1,00000
41	0,000000000E+0	0,000000000E+0	5,964654390E-1	2,519713609E+0	1,923248170E+0	5,517411166E+0	6,000000000E+0	NaN	NaN	0,000000000E+0	18,33	1413,10	18,18	18,32	NI9201_MP5m a:	1,00000
42	0,000000000E+0	0,000000000E+0	3,525031956E-1	2,519713609E+0	2,167210413E+0	5,414006820E+0	5,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,22	18,32	NI9201_MP6m a:	1,00000
43	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,322420165E+0	4,000000000E+0	NaN	NaN	0,000000000E+0	18,31	1413,10	18,19	18,31	NI9775_MP1r a:	1,00000
44	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,219015937E+0	3,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,19	18,30	NI9775_MP2r a:	1,00000
45	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	5,128085919E+0	2,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,20	18,31	
46	0,000000000E+0	0,000000000E+0	5,964654390E-1	2,519713609E+0	1,923248170E+0	5,042079953E+0	1,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,20	18,31
47	0,000000000E+0	0,000000000E+0	3,525031956E-1	2,519713609E+0	2,167210413E+0	4,944256424E+0	0,000000000E+0	NaN	NaN	0,000000000E+0	18,32	1413,10	18,20	18,31
48	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	4,852670012E+0	-1,000000000E+0	NaN	NaN	0,000000000E+0	18,33	1413,10	18,21	18,31
49	0,000000000E+0	0,000000000E+0	6,476102944E-1	2,814820707E+0	2,167210413E+0	4,855296145E+0	-1,000000000E+0	NaN	NaN	0,000000000E+0	18,33	1413,10	18,20	18,31
